MemberID,Churn_Probability,Risk_Tier,Top_Driver,Recommended_Action
H00074,0.1196,LOW,,
H00075,0.087,LOW,,
H00076,0.1583,LOW,,
H00077,0.8226,HIGH,,
H00078,0.1397,LOW,,
H00079,0.1618,LOW,,
H00080,0.4231,MEDIUM,,
H00081,0.019,LOW,,
H00082,0.0431,LOW,,
H00083,0.1122,LOW,,
H00084,0.0234,LOW,,
H00085,0.0459,LOW,,
H00086,0.0126,LOW,,
H00087,0.1646,LOW,,
H00088,0.0831,LOW,,
H00089,0.1085,LOW,,
H00090,0.0278,LOW,,
H00091,0.6939,MEDIUM,,
H00092,0.0876,LOW,,
H00093,0.4737,MEDIUM,,
H00094,0.0504,LOW,,
H00095,0.0354,LOW,,
H00096,0.4751,MEDIUM,,
H00097,0.0187,LOW,,
H00098,0.1314,LOW,,
H00099,0.6108,MEDIUM,,
H00100,0.0794,LOW,,
H00101,0.0318,LOW,,
H00102,0.0635,LOW,,
H00103,0.2465,LOW,,
H00104,0.0243,LOW,,
H00105,0.4471,MEDIUM,,
H00106,0.2817,LOW,,
H00107,0.0707,LOW,,
H00108,0.3738,LOW,,
H00109,0.7457,HIGH,,
H00110,0.0483,LOW,,
H00111,0.0979,LOW,,
H00112,0.058,LOW,,
H00113,0.2557,LOW,,
H00114,0.0659,LOW,,
H00115,0.04,LOW,,
H00116,0.1964,LOW,,
H00117,0.0278,LOW,,
H00118,0.0712,LOW,,
H00119,0.3804,LOW,,
H00120,0.0749,LOW,,
H00121,0.9103,HIGH,,
H00122,0.0251,LOW,,
H00123,0.4372,MEDIUM,,
H00124,0.5039,MEDIUM,,
H00125,0.0862,LOW,,
H00126,0.0538,LOW,,
H00127,0.2017,LOW,,
H00128,0.1684,LOW,,
H00129,0.0889,LOW,,
H00130,0.0675,LOW,,
H00131,0.2024,LOW,,
H00132,0.1291,LOW,,
H00133,0.1147,LOW,,
H00134,0.3242,LOW,,
H00135,0.0514,LOW,,
H00136,0.353,LOW,,
H00137,0.7181,HIGH,,
H00138,0.0249,LOW,,
H00139,0.0108,LOW,,
H00140,0.4012,MEDIUM,,
H00141,0.0182,LOW,,
H00142,0.0109,LOW,,
H00143,0.459,MEDIUM,,
H00144,0.0734,LOW,,
H00145,0.8018,HIGH,,
H00146,0.0396,LOW,,
H00147,0.0182,LOW,,
H00148,0.1115,LOW,,
H00149,0.2702,LOW,,
H00150,0.3098,LOW,,
H00151,0.0966,LOW,,
H00152,0.0835,LOW,,
H00153,0.4246,MEDIUM,,
H00154,0.802,HIGH,,
H00155,0.0859,LOW,,
H00156,0.0458,LOW,,
H00157,0.1702,LOW,,
H00158,0.4213,MEDIUM,,
H00159,0.0471,LOW,,
H00160,0.0576,LOW,,
H00161,0.2347,LOW,,
H00162,0.1161,LOW,,
H00163,0.0201,LOW,,
H00164,0.0287,LOW,,
H00165,0.4735,MEDIUM,,
H00166,0.1977,LOW,,
H00167,0.1032,LOW,,
H00168,0.0767,LOW,,
H00169,0.0267,LOW,,
H00170,0.1209,LOW,,
H00171,0.0257,LOW,,
H00172,0.05,LOW,,
H00173,0.0701,LOW,,
H00174,0.1994,LOW,,
H00175,0.0405,LOW,,
H00176,0.0324,LOW,,
H00177,0.41,MEDIUM,,
H00178,0.1008,LOW,,
H00179,0.1218,LOW,,
H00180,0.0664,LOW,,
H00181,0.0393,LOW,,
H00182,0.0505,LOW,,
H00183,0.0288,LOW,,
H00184,0.0632,LOW,,
H00185,0.173,LOW,,
H00186,0.0405,LOW,,
H00187,0.7067,HIGH,,
H00188,0.0278,LOW,,
H00189,0.9058,HIGH,,
H00190,0.1333,LOW,,
H00191,0.3811,LOW,,
H00192,0.0383,LOW,,
H00193,0.093,LOW,,
H00194,0.0254,LOW,,
H00195,0.1875,LOW,,
H00196,0.086,LOW,,
H00197,0.7084,HIGH,,
H00198,0.0693,LOW,,
H00199,0.6073,MEDIUM,,
H00200,0.3035,LOW,,
H00201,0.4279,MEDIUM,,
H00202,0.3123,LOW,,
H00203,0.0721,LOW,,
H00204,0.3985,LOW,,
H00205,0.0413,LOW,,
H00206,0.0302,LOW,,
H00207,0.2326,LOW,,
H00208,0.5818,MEDIUM,,
H00209,0.1123,LOW,,
H00210,0.5617,MEDIUM,,
H00211,0.1197,LOW,,
H00212,0.0728,LOW,,
H00213,0.2112,LOW,,
H00214,0.0161,LOW,,
H00215,0.1337,LOW,,
H00216,0.0814,LOW,,
H00217,0.3538,LOW,,
H00218,0.0936,LOW,,
H00219,0.1136,LOW,,
H00220,0.0516,LOW,,
H00221,0.1552,LOW,,
H00222,0.0484,LOW,,
H00223,0.5387,MEDIUM,,
H00224,0.2925,LOW,,
H00225,0.0285,LOW,,
H00226,0.6737,MEDIUM,,
H00227,0.0211,LOW,,
H00228,0.8591,HIGH,,
H00229,0.0599,LOW,,
H00230,0.1008,LOW,,
H00231,0.2502,LOW,,
H00232,0.0219,LOW,,
H00233,0.0678,LOW,,
H00234,0.0309,LOW,,
H00235,0.0263,LOW,,
H00236,0.1474,LOW,,
H00237,0.0277,LOW,,
H00238,0.0153,LOW,,
H00239,0.3602,LOW,,
H00240,0.1498,LOW,,
H00241,0.1822,LOW,,
H00242,0.0793,LOW,,
H00243,0.1641,LOW,,
H00244,0.1795,LOW,,
H00245,0.0797,LOW,,
H00246,0.0448,LOW,,
H00247,0.0106,LOW,,
H00248,0.0291,LOW,,
H00249,0.2366,LOW,,
H00250,0.0148,LOW,,
H00251,0.025,LOW,,
H00252,0.076,LOW,,
H00253,0.0244,LOW,,
H00254,0.2521,LOW,,
H00255,0.1023,LOW,,
H00256,0.0428,LOW,,
H00257,0.0266,LOW,,
H00258,0.0298,LOW,,
H00259,0.2998,LOW,,
H00260,0.09,LOW,,
H00261,0.8832,HIGH,,
H00262,0.047,LOW,,
H00263,0.4391,MEDIUM,,
H00264,0.3143,LOW,,
H00265,0.0257,LOW,,
H00266,0.1118,LOW,,
H00267,0.0317,LOW,,
H00268,0.057,LOW,,
H00269,0.0403,LOW,,
H00270,0.4959,MEDIUM,,
H00271,0.0225,LOW,,
H00272,0.0768,LOW,,
H00273,0.2673,LOW,,
H00274,0.3916,LOW,,
H00275,0.0623,LOW,,
H00276,0.0787,LOW,,
H00277,0.5588,MEDIUM,,
H00278,0.6108,MEDIUM,,
H00279,0.0226,LOW,,
H00280,0.0799,LOW,,
H00281,0.0651,LOW,,
H00282,0.1604,LOW,,
H00283,0.034,LOW,,
H00284,0.0722,LOW,,
H00285,0.1164,LOW,,
H00286,0.6135,MEDIUM,,
H00287,0.056,LOW,,
H00288,0.1773,LOW,,
H00289,0.0579,LOW,,
H00290,0.2509,LOW,,
H00291,0.1641,LOW,,
H00292,0.1114,LOW,,
H00293,0.0411,LOW,,
H00294,0.4325,MEDIUM,,
H00295,0.0645,LOW,,
H00296,0.0278,LOW,,
H00297,0.1128,LOW,,
H00298,0.1187,LOW,,
H00299,0.0821,LOW,,
H00300,0.0862,LOW,,
H00301,0.1883,LOW,,
H00302,0.052,LOW,,
H00303,0.8314,HIGH,,
H00304,0.4717,MEDIUM,,
H00305,0.2128,LOW,,
H00306,0.03,LOW,,
H00307,0.0557,LOW,,
H00308,0.3687,LOW,,
H00309,0.635,MEDIUM,,
H00310,0.0693,LOW,,
H00311,0.0595,LOW,,
H00312,0.0569,LOW,,
H00313,0.0609,LOW,,
H00314,0.0236,LOW,,
H00315,0.0338,LOW,,
H00316,0.3517,LOW,,
H00317,0.0871,LOW,,
H00318,0.085,LOW,,
H00319,0.2181,LOW,,
H00320,0.0454,LOW,,
H00321,0.0541,LOW,,
H00322,0.5778,MEDIUM,,
H00323,0.0922,LOW,,
H00324,0.2258,LOW,,
H00325,0.5377,MEDIUM,,
H00326,0.1015,LOW,,
H00327,0.9601,HIGH,,
H00328,0.168,LOW,,
H00329,0.0583,LOW,,
H00330,0.0318,LOW,,
H00331,0.0999,LOW,,
H00332,0.4318,MEDIUM,,
H00333,0.045,LOW,,
H00334,0.7133,HIGH,,
H00335,0.0308,LOW,,
H00336,0.0461,LOW,,
H00337,0.1123,LOW,,
H00338,0.0241,LOW,,
H00339,0.0444,LOW,,
H00340,0.1061,LOW,,
H00341,0.1249,LOW,,
H00342,0.9022,HIGH,,
H00343,0.2729,LOW,,
H00344,0.0306,LOW,,
H00345,0.1644,LOW,,
H00346,0.4434,MEDIUM,,
H00347,0.4455,MEDIUM,,
H00348,0.061,LOW,,
H00349,0.376,LOW,,
H00350,0.0209,LOW,,
H00351,0.0974,LOW,,
H00352,0.0225,LOW,,
H00353,0.7017,HIGH,,
H00354,0.8058,HIGH,,
H00355,0.2728,LOW,,
H00356,0.1396,LOW,,
H00357,0.2169,LOW,,
H00358,0.0281,LOW,,
H00359,0.5854,MEDIUM,,
H00360,0.0654,LOW,,
H00361,0.0336,LOW,,
H00362,0.2406,LOW,,
H00363,0.0882,LOW,,
H00364,0.0545,LOW,,
H00365,0.0243,LOW,,
H00366,0.095,LOW,,
H00367,0.6709,MEDIUM,,
H00368,0.6963,MEDIUM,,
H00369,0.0678,LOW,,
H00370,0.8194,HIGH,,
H00371,0.2468,LOW,,
H00372,0.3134,LOW,,
H00373,0.021,LOW,,
H00374,0.1435,LOW,,
H00375,0.0565,LOW,,
H00376,0.6198,MEDIUM,,
H00377,0.4626,MEDIUM,,
H00378,0.2842,LOW,,
H00379,0.0637,LOW,,
H00380,0.1226,LOW,,
H00381,0.1317,LOW,,
H00382,0.0517,LOW,,
H00383,0.1541,LOW,,
H00384,0.0666,LOW,,
H00385,0.0696,LOW,,
H00386,0.042,LOW,,
H00387,0.9006,HIGH,,
H00388,0.0254,LOW,,
H00389,0.2735,LOW,,
H00390,0.2698,LOW,,
H00391,0.045,LOW,,
H00392,0.3076,LOW,,
H00393,0.0302,LOW,,
H00394,0.0249,LOW,,
H00395,0.059,LOW,,
H00396,0.8361,HIGH,,
H00397,0.1339,LOW,,
H00398,0.0131,LOW,,
H00399,0.0517,LOW,,
H00400,0.1206,LOW,,
H00401,0.0894,LOW,,
H00402,0.0106,LOW,,
H00403,0.377,LOW,,
H00404,0.0273,LOW,,
H00405,0.04,LOW,,
H00406,0.1052,LOW,,
H00407,0.9654,HIGH,,
H00408,0.0301,LOW,,
H00409,0.0929,LOW,,
H00410,0.105,LOW,,
H00411,0.0867,LOW,,
H00412,0.1264,LOW,,
H00413,0.7038,HIGH,,
H00414,0.3743,LOW,,
H00415,0.3288,LOW,,
H00416,0.1188,LOW,,
H00417,0.1852,LOW,,
H00418,0.0529,LOW,,
H00419,0.0697,LOW,,
H00420,0.0883,LOW,,
H00421,0.176,LOW,,
H00422,0.0597,LOW,,
H00423,0.0531,LOW,,
H00424,0.8816,HIGH,,
H00425,0.2028,LOW,,
H00426,0.0612,LOW,,
H00427,0.0441,LOW,,
H00428,0.6912,MEDIUM,,
H00429,0.7122,HIGH,,
H00430,0.0529,LOW,,
H00431,0.0567,LOW,,
H00432,0.2095,LOW,,
H00433,0.0287,LOW,,
H00434,0.0454,LOW,,
H00435,0.0605,LOW,,
H00436,0.0471,LOW,,
H00437,0.0414,LOW,,
H00438,0.5199,MEDIUM,,
H00439,0.7332,HIGH,,
H00440,0.0722,LOW,,
H00441,0.5951,MEDIUM,,
H00442,0.1221,LOW,,
H00443,0.0345,LOW,,
H00444,0.0355,LOW,,
H00445,0.1057,LOW,,
H00446,0.2102,LOW,,
H00447,0.5724,MEDIUM,,
H00448,0.1402,LOW,,
H00449,0.0213,LOW,,
H00450,0.0388,LOW,,
H00451,0.102,LOW,,
H00452,0.6168,MEDIUM,,
H00453,0.0568,LOW,,
H00454,0.0684,LOW,,
H00455,0.177,LOW,,
H00456,0.1275,LOW,,
H00457,0.0532,LOW,,
H00458,0.175,LOW,,
H00459,0.0494,LOW,,
H00460,0.068,LOW,,
H00461,0.0336,LOW,,
H00462,0.0823,LOW,,
H00463,0.0401,LOW,,
H00464,0.243,LOW,,
H00465,0.16,LOW,,
H00466,0.1223,LOW,,
H00467,0.0246,LOW,,
H00468,0.0382,LOW,,
H00469,0.0398,LOW,,
H00470,0.326,LOW,,
H00471,0.098,LOW,,
H00472,0.0569,LOW,,
H00473,0.6618,MEDIUM,,
H00474,0.0493,LOW,,
H00475,0.5154,MEDIUM,,
H00476,0.5176,MEDIUM,,
H00477,0.0268,LOW,,
H00478,0.1122,LOW,,
H00479,0.1844,LOW,,
H00480,0.0831,LOW,,
H00481,0.0271,LOW,,
H00482,0.0571,LOW,,
H00483,0.7378,HIGH,,
H00484,0.0241,LOW,,
H00485,0.024,LOW,,
H00486,0.0754,LOW,,
H00487,0.0204,LOW,,
H00488,0.3781,LOW,,
H00489,0.0325,LOW,,
H00490,0.0238,LOW,,
H00491,0.8307,HIGH,,
H00492,0.0433,LOW,,
H00493,0.0174,LOW,,
H00494,0.3406,LOW,,
H00495,0.0757,LOW,,
H00496,0.0325,LOW,,
H00497,0.5692,MEDIUM,,
H00498,0.0278,LOW,,
H00499,0.0465,LOW,,
H00500,0.1131,LOW,,
H00501,0.0518,LOW,,
H00502,0.5392,MEDIUM,,
H00503,0.1462,LOW,,
H00504,0.4785,MEDIUM,,
H00505,0.0384,LOW,,
H00506,0.0225,LOW,,
H00507,0.1277,LOW,,
H00508,0.0595,LOW,,
H00509,0.2174,LOW,,
H00510,0.05,LOW,,
H00511,0.0707,LOW,,
H00512,0.0186,LOW,,
H00513,0.0969,LOW,,
H00514,0.0145,LOW,,
H00515,0.0702,LOW,,
H00516,0.0707,LOW,,
H00517,0.0704,LOW,,
H00518,0.5695,MEDIUM,,
H00519,0.1641,LOW,,
H00520,0.0311,LOW,,
H00521,0.1278,LOW,,
H00522,0.0223,LOW,,
H00523,0.0511,LOW,,
H00524,0.0356,LOW,,
H00525,0.1137,LOW,,
H00526,0.0394,LOW,,
H00527,0.0247,LOW,,
H00528,0.5914,MEDIUM,,
H00529,0.1921,LOW,,
H00530,0.1723,LOW,,
H00531,0.0936,LOW,,
H00532,0.3209,LOW,,
H00533,0.2204,LOW,,
H00534,0.4297,MEDIUM,,
H00535,0.215,LOW,,
H00536,0.0251,LOW,,
H00537,0.0181,LOW,,
H00538,0.043,LOW,,
H00539,0.0941,LOW,,
H00540,0.0308,LOW,,
H00541,0.042,LOW,,
H00542,0.0894,LOW,,
H00543,0.1704,LOW,,
H00544,0.032,LOW,,
H00545,0.04,LOW,,
H00546,0.0132,LOW,,
H00547,0.0859,LOW,,
H00548,0.0693,LOW,,
H00549,0.2928,LOW,,
H00550,0.2233,LOW,,
H00551,0.5197,MEDIUM,,
H00552,0.4365,MEDIUM,,
H00553,0.0468,LOW,,
H00554,0.1378,LOW,,
H00555,0.0906,LOW,,
H00556,0.1108,LOW,,
H00557,0.0366,LOW,,
H00558,0.1429,LOW,,
H00559,0.0188,LOW,,
H00560,0.0488,LOW,,
H00561,0.7615,HIGH,,
H00562,0.053,LOW,,
H00563,0.2561,LOW,,
H00564,0.0914,LOW,,
H00565,0.4303,MEDIUM,,
H00566,0.0766,LOW,,
H00567,0.5155,MEDIUM,,
H00568,0.4969,MEDIUM,,
H00569,0.1457,LOW,,
H00570,0.7659,HIGH,,
H00571,0.1875,LOW,,
H00572,0.0199,LOW,,
H00573,0.5003,MEDIUM,,
H00574,0.428,MEDIUM,,
H00575,0.2304,LOW,,
H00576,0.0343,LOW,,
H00577,0.3943,LOW,,
H00578,0.0504,LOW,,
H00579,0.2128,LOW,,
H00580,0.0319,LOW,,
H00581,0.1022,LOW,,
H00582,0.0935,LOW,,
H00583,0.0376,LOW,,
H00584,0.8591,HIGH,,
H00585,0.008,LOW,,
H00586,0.1919,LOW,,
H00587,0.127,LOW,,
H00588,0.654,MEDIUM,,
H00589,0.735,HIGH,,
H00590,0.1453,LOW,,
H00591,0.1764,LOW,,
H00592,0.0404,LOW,,
H00593,0.4835,MEDIUM,,
H00594,0.2121,LOW,,
H00595,0.2915,LOW,,
H00596,0.2877,LOW,,
H00597,0.9291,HIGH,,
H00598,0.2397,LOW,,
H00599,0.2285,LOW,,
H00600,0.5404,MEDIUM,,
H00601,0.9484,HIGH,,
H00602,0.2621,LOW,,
H00603,0.2289,LOW,,
H00604,0.4519,MEDIUM,,
H00605,0.145,LOW,,
H00606,0.0522,LOW,,
H00607,0.0274,LOW,,
H00608,0.1713,LOW,,
H00609,0.0256,LOW,,
H00610,0.0961,LOW,,
H00611,0.0163,LOW,,
H00612,0.2271,LOW,,
H00613,0.8883,HIGH,,
H00614,0.1001,LOW,,
H00615,0.0296,LOW,,
H00616,0.1369,LOW,,
H00617,0.8501,HIGH,,
H00618,0.1333,LOW,,
H00619,0.0169,LOW,,
H00620,0.009,LOW,,
H00621,0.0729,LOW,,
H00622,0.0639,LOW,,
H00623,0.0263,LOW,,
H00624,0.1365,LOW,,
H00625,0.031,LOW,,
H00626,0.0656,LOW,,
H00627,0.0233,LOW,,
H00628,0.6048,MEDIUM,,
H00629,0.0686,LOW,,
H00630,0.0378,LOW,,
H00631,0.0896,LOW,,
H00632,0.595,MEDIUM,,
H00633,0.0458,LOW,,
H00634,0.2316,LOW,,
H00635,0.1121,LOW,,
H00636,0.0868,LOW,,
H00637,0.4006,MEDIUM,,
H00638,0.5868,MEDIUM,,
H00639,0.0373,LOW,,
H00640,0.0739,LOW,,
H00641,0.0177,LOW,,
H00642,0.0605,LOW,,
H00643,0.2057,LOW,,
H00644,0.0756,LOW,,
H00645,0.0428,LOW,,
H00646,0.4361,MEDIUM,,
H00647,0.4269,MEDIUM,,
H00648,0.0597,LOW,,
H00649,0.0103,LOW,,
H00650,0.1282,LOW,,
H00651,0.1421,LOW,,
H00652,0.027,LOW,,
H00653,0.4318,MEDIUM,,
H00654,0.3902,LOW,,
H00655,0.6573,MEDIUM,,
H00656,0.023,LOW,,
H00657,0.0852,LOW,,
H00658,0.0724,LOW,,
H00659,0.5409,MEDIUM,,
H00660,0.0949,LOW,,
H00661,0.4338,MEDIUM,,
H00662,0.0722,LOW,,
H00663,0.9005,HIGH,,
H00664,0.0252,LOW,,
H00665,0.3973,LOW,,
H00666,0.0703,LOW,,
H00667,0.0515,LOW,,
H00668,0.0983,LOW,,
H00669,0.0373,LOW,,
H00670,0.1668,LOW,,
H00671,0.4609,MEDIUM,,
H00672,0.0213,LOW,,
H00673,0.6044,MEDIUM,,
H00674,0.0183,LOW,,
H00675,0.0598,LOW,,
H00676,0.6208,MEDIUM,,
H00677,0.1279,LOW,,
H00678,0.0899,LOW,,
H00679,0.0339,LOW,,
H00680,0.1245,LOW,,
H00681,0.0923,LOW,,
H00682,0.0679,LOW,,
H00683,0.1105,LOW,,
H00684,0.0343,LOW,,
H00685,0.3167,LOW,,
H00686,0.0425,LOW,,
H00687,0.0436,LOW,,
H00688,0.0616,LOW,,
H00689,0.0337,LOW,,
H00690,0.6335,MEDIUM,,
H00691,0.0787,LOW,,
H00692,0.0738,LOW,,
H00693,0.16,LOW,,
H00694,0.117,LOW,,
H00695,0.2526,LOW,,
H00696,0.2985,LOW,,
H00697,0.1298,LOW,,
H00698,0.1585,LOW,,
H00699,0.055,LOW,,
H00700,0.0455,LOW,,
H00701,0.0438,LOW,,
H00702,0.1106,LOW,,
H00703,0.0303,LOW,,
H00704,0.4648,MEDIUM,,
H00705,0.0798,LOW,,
H00706,0.6399,MEDIUM,,
H00707,0.4288,MEDIUM,,
H00708,0.1184,LOW,,
H00709,0.0266,LOW,,
H00710,0.0635,LOW,,
H00711,0.037,LOW,,
H00712,0.2391,LOW,,
H00713,0.814,HIGH,,
H00714,0.4586,MEDIUM,,
H00715,0.3841,LOW,,
H00716,0.0327,LOW,,
H00717,0.0533,LOW,,
H00718,0.2536,LOW,,
H00719,0.049,LOW,,
H00720,0.0314,LOW,,
H00721,0.0424,LOW,,
H00722,0.0275,LOW,,
H00723,0.7669,HIGH,,
H00724,0.0624,LOW,,
H00725,0.0557,LOW,,
H00726,0.0261,LOW,,
H00727,0.2608,LOW,,
H00728,0.0641,LOW,,
H00729,0.0716,LOW,,
H00730,0.0724,LOW,,
H00731,0.0864,LOW,,
H00732,0.1598,LOW,,
H00733,0.5778,MEDIUM,,
H00734,0.0719,LOW,,
H00735,0.027,LOW,,
H00736,0.0211,LOW,,
H00737,0.0555,LOW,,
H00738,0.0362,LOW,,
H00739,0.0406,LOW,,
H00740,0.8596,HIGH,,
H00741,0.065,LOW,,
H00742,0.02,LOW,,
H00743,0.6081,MEDIUM,,
H00744,0.3857,LOW,,
H00745,0.1946,LOW,,
H00746,0.028,LOW,,
H00747,0.3919,LOW,,
H00748,0.2132,LOW,,
H00749,0.0187,LOW,,
H00750,0.106,LOW,,
H00751,0.014,LOW,,
H00752,0.056,LOW,,
H00753,0.1957,LOW,,
H00754,0.4673,MEDIUM,,
H00755,0.0571,LOW,,
H00756,0.0854,LOW,,
H00757,0.0661,LOW,,
H00758,0.1861,LOW,,
H00759,0.0736,LOW,,
H00760,0.2235,LOW,,
H00761,0.1032,LOW,,
H00762,0.0353,LOW,,
H00763,0.7943,HIGH,,
H00764,0.8709,HIGH,,
H00765,0.1653,LOW,,
H00766,0.0413,LOW,,
H00767,0.0606,LOW,,
H00768,0.6193,MEDIUM,,
H00769,0.0442,LOW,,
H00770,0.0093,LOW,,
H00771,0.0981,LOW,,
H00772,0.0211,LOW,,
H00773,0.0806,LOW,,
H00774,0.0182,LOW,,
H00775,0.0415,LOW,,
H00776,0.0824,LOW,,
H00777,0.3734,LOW,,
H00778,0.0226,LOW,,
H00779,0.0218,LOW,,
H00780,0.1965,LOW,,
H00781,0.1974,LOW,,
H00782,0.0289,LOW,,
H00783,0.0228,LOW,,
H00784,0.9028,HIGH,,
H00785,0.4749,MEDIUM,,
H00786,0.014,LOW,,
H00787,0.0437,LOW,,
H00788,0.0235,LOW,,
H00789,0.0566,LOW,,
H00790,0.3772,LOW,,
H00791,0.0344,LOW,,
H00792,0.0695,LOW,,
H00793,0.0183,LOW,,
H00794,0.0327,LOW,,
H00795,0.2505,LOW,,
H00796,0.0577,LOW,,
H00797,0.0477,LOW,,
H00798,0.1127,LOW,,
H00799,0.1966,LOW,,
H00800,0.0827,LOW,,
H00801,0.0409,LOW,,
H00802,0.0343,LOW,,
H00803,0.0281,LOW,,
H00804,0.0952,LOW,,
H00805,0.0296,LOW,,
H00806,0.2426,LOW,,
H00807,0.0404,LOW,,
H00808,0.0094,LOW,,
H00809,0.0406,LOW,,
H00810,0.1594,LOW,,
H00811,0.9157,HIGH,,
H00812,0.7075,HIGH,,
H00813,0.3205,LOW,,
H00814,0.3822,LOW,,
H00815,0.7149,HIGH,,
H00816,0.0248,LOW,,
H00817,0.0936,LOW,,
H00818,0.4221,MEDIUM,,
H00819,0.1632,LOW,,
H00820,0.0695,LOW,,
H00821,0.0522,LOW,,
H00822,0.4049,MEDIUM,,
H00823,0.0715,LOW,,
H00824,0.1035,LOW,,
H00825,0.0476,LOW,,
H00826,0.1089,LOW,,
H00827,0.1359,LOW,,
H00828,0.3296,LOW,,
H00829,0.0293,LOW,,
H00830,0.0318,LOW,,
H00831,0.0277,LOW,,
H00832,0.0284,LOW,,
H00833,0.7405,HIGH,,
H00834,0.0211,LOW,,
H00835,0.0139,LOW,,
H00836,0.8521,HIGH,,
H00837,0.4674,MEDIUM,,
H00838,0.0284,LOW,,
H00839,0.6186,MEDIUM,,
H00840,0.1316,LOW,,
H00841,0.097,LOW,,
H00842,0.0632,LOW,,
H00843,0.0698,LOW,,
H00844,0.5525,MEDIUM,,
H00845,0.2236,LOW,,
H00846,0.091,LOW,,
H00847,0.0838,LOW,,
H00848,0.2265,LOW,,
H00849,0.0519,LOW,,
H00850,0.1843,LOW,,
H00851,0.0288,LOW,,
H00852,0.0177,LOW,,
H00853,0.0205,LOW,,
H00854,0.1359,LOW,,
H00855,0.1459,LOW,,
H00856,0.0649,LOW,,
H00857,0.4432,MEDIUM,,
H00858,0.2813,LOW,,
H00859,0.084,LOW,,
H00860,0.051,LOW,,
H00861,0.4084,MEDIUM,,
H00862,0.0543,LOW,,
H00863,0.0169,LOW,,
H00864,0.0777,LOW,,
H00865,0.0304,LOW,,
H00866,0.0154,LOW,,
H00867,0.0699,LOW,,
H00868,0.0425,LOW,,
H00869,0.3612,LOW,,
H00870,0.0341,LOW,,
H00871,0.2241,LOW,,
H00872,0.0302,LOW,,
H00873,0.0184,LOW,,
H00874,0.0665,LOW,,
H00875,0.2932,LOW,,
H00876,0.1718,LOW,,
H00877,0.1078,LOW,,
H00878,0.688,MEDIUM,,
H00879,0.0621,LOW,,
H00880,0.6633,MEDIUM,,
H00881,0.1931,LOW,,
H00882,0.0515,LOW,,
H00883,0.1489,LOW,,
H00884,0.0133,LOW,,
H00885,0.125,LOW,,
H00886,0.122,LOW,,
H00887,0.0307,LOW,,
H00888,0.0587,LOW,,
H00889,0.0624,LOW,,
H00890,0.1888,LOW,,
H00891,0.0632,LOW,,
H00892,0.0518,LOW,,
H00893,0.0356,LOW,,
H00894,0.0262,LOW,,
H00895,0.4841,MEDIUM,,
H00896,0.0423,LOW,,
H00897,0.0217,LOW,,
H00898,0.0491,LOW,,
H00899,0.0262,LOW,,
H00900,0.1035,LOW,,
H00901,0.0636,LOW,,
H00902,0.4838,MEDIUM,,
H00903,0.2311,LOW,,
H00904,0.2141,LOW,,
H00905,0.7623,HIGH,,
H00906,0.0362,LOW,,
H00907,0.479,MEDIUM,,
H00908,0.3975,LOW,,
